ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN,new_temp,new_DHI,new_DNI,2018_NYC_Data_DHI,2018_NYC_Data_DNI,2018_NYC_Data_Temperature
11436,0,Jamaica,18681,22699295.46,NY,Queens,36,81,http://www.usps.com/,0,0,11.967,59.886,165,59.8863858,164.6553065,11.96663506
11213,0,Brooklyn,62426,29631004.44,NY,Kings,36,47,http://www.usps.com/,0,0,11.741,61.543,165,61.54315956,164.717495,11.74133801
11212,0,Brooklyn,83866,41972104.07,NY,Kings,36,47,http://www.usps.com/,0,0,11.869,61.739,159,61.73914411,159.1399946,11.86882323
11225,0,Brooklyn,56527,23698630.12,NY,Kings,36,47,http://www.usps.com/,0,0,11.901,60.64,167,60.64010577,167.1261827,11.90072149
11218,0,Brooklyn,72280,36868798.99,NY,Kings,36,47,http://www.usps.com/,0,0,11.677,61.294,167,61.29448365,166.510785,11.67705696
11226,0,Brooklyn,106132,39408598.28,NY,Kings,36,47,http://www.usps.com/,0,0,11.901,60.64,167,60.64010577,167.1261827,11.90072149
11219,0,Brooklyn,92561,42002738.47,NY,Kings,36,47,http://www.usps.com/,0,0,11.677,61.294,167,61.29448365,166.510785,11.67705696
11210,0,Brooklyn,67067,47887022.99,NY,Kings,36,47,http://www.usps.com/,0,0,11.991,60.775,166,60.77538882,165.7813519,11.99113269
11230,0,Brooklyn,80857,49926703.39,NY,Kings,36,47,http://www.usps.com/,0,0,11.845,61.188,163,61.18763201,163.4332296,11.84532026
11204,0,Brooklyn,77354,43555184.61,NY,Kings,36,47,http://www.usps.com/,0,0,11.845,61.188,163,61.18763201,163.4332296,11.84532026
10471,0,Bronx,23477,89651407.06,NY,Bronx,36,5,http://www.usps.com/,0,0,11.248,60.328,164,60.32810527,164.200799,11.24823525
10470,0,Bronx,14740,21543461.58,NY,Bronx,36,5,http://www.usps.com/,0,0,11.244,60.221,169,60.22143444,169.397623,11.24428329
10466,0,Bronx,68942,55262490.61,NY,Bronx,36,5,http://www.usps.com/,0,0,11.244,60.221,169,60.22143444,169.397623,11.24428329
10467,0,Bronx,97932,69336166.37,NY,Bronx,36,5,http://www.usps.com/,0,0,11.244,60.221,169,60.22143444,169.397623,11.24428329
10463,0,Bronx,70641,36703381.51,NY,Bronx,36,5,http://www.usps.com/,0,0,11.248,60.328,164,60.32810527,164.200799,11.24823525
10475,0,Bronx,40931,38633296.93,NY,Bronx,36,5,http://www.usps.com/,0,0,11.312,60.496,166,60.49621442,165.7162549,11.31195311
10464,0,Bronx,4438,76257484.9,NY,Bronx,36,5,http://www.usps.com/,0,0,11.514,59.725,157,59.72549523,157.2660933,11.51381998
10469,0,Bronx,65101,68040887.07,NY,Bronx,36,5,http://www.usps.com/,0,0,11.478,60.606,166,60.60615986,165.6212083,11.47813935
10468,0,Bronx,72877,34447604.67,NY,Bronx,36,5,http://www.usps.com/,0,0,11.371,61.01,163,61.00990437,163.4780335,11.37061823
10463,0,Bronx,70641,3119701.913,NY,New York,36,61,http://www.usps.com/,0,0,11.248,60.328,164,60.32810527,164.200799,11.24823525
10458,0,Bronx,79362,35968812.9,NY,Bronx,36,5,http://www.usps.com/,0,0,11.371,61.01,163,61.00990437,163.4780335,11.37061823
10034,0,New York,39149,24503892.12,NY,New York,36,61,http://www.usps.com/,0,0,11.371,61.01,163,61.00990437,163.4780335,11.37061823
10033,0,New York,54284,16156054.17,NY,New York,36,61,http://www.usps.com/,0,0,11.377,59.906,162,59.90572517,162.4212598,11.37664123
10462,0,Bronx,75674,53022513.78,NY,Bronx,36,5,http://www.usps.com/,0,0,11.478,60.606,166,60.60615986,165.6212083,11.47813935
10040,0,New York,41033,16340742.8,NY,New York,36,61,http://www.usps.com/,0,0,11.377,59.906,162,59.90572517,162.4212598,11.37664123
10453,0,Bronx,77576,25748509.27,NY,Bronx,36,5,http://www.usps.com/,0,0,11.371,61.01,163,61.00990437,163.4780335,11.37061823
10465,0,Bronx,42012,108423743.4,NY,Bronx,36,5,http://www.usps.com/,0,0,11.56,61.629,154,61.62853916,153.9570052,11.55963984
10464,0,Bronx,4438,4512530.577,NY,Bronx,36,5,http://www.usps.com/,0,0,11.514,59.725,157,59.72549523,157.2660933,11.51381998
10464,0,Bronx,4438,11587953.83,NY,Bronx,36,5,http://www.usps.com/,0,0,11.514,59.725,157,59.72549523,157.2660933,11.51381998
10461,0,Bronx,50549,62824057.57,NY,Bronx,36,5,http://www.usps.com/,0,0,11.497,61.113,157,61.11334245,156.8013942,11.49674435
10457,0,Bronx,70253,37640607.38,NY,Bronx,36,5,http://www.usps.com/,0,0,11.371,61.01,163,61.00990437,163.4780335,11.37061823
10460,0,Bronx,56670,35155666.65,NY,Bronx,36,5,http://www.usps.com/,0,0,11.371,61.01,163,61.00990437,163.4780335,11.37061823
10032,0,New York,57606,23159566.09,NY,New York,36,61,http://www.usps.com/,0,0,11.377,59.906,162,59.90572517,162.4212598,11.37664123
10452,0,Bronx,76104,27550385.85,NY,Bronx,36,5,http://www.usps.com/,0,0,11.377,59.906,162,59.90572517,162.4212598,11.37664123
10456,0,Bronx,89390,29933452.44,NY,Bronx,36,5,http://www.usps.com/,0,0,11.514,61.837,159,61.83687703,159.3963632,11.51390838
10472,0,Bronx,66356,30963245.19,NY,Bronx,36,5,http://www.usps.com/,0,0,11.478,60.606,166,60.60615986,165.6212083,11.47813935
10031,0,New York,57010,16902152.37,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
10039,0,New York,24234,8419027.885,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
10459,0,Bronx,46804,22551940.54,NY,Bronx,36,5,http://www.usps.com/,0,0,11.514,61.837,159,61.83687703,159.3963632,11.51390838
10451,0,Bronx,44140,28944106.52,NY,Bronx,36,5,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
10473,0,Bronx,58284,59522354.54,NY,Bronx,36,5,http://www.usps.com/,0,0,11.556,62.105,155,62.1046715,154.9383614,11.55601446
10030,0,New York,26720,7757661.455,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
10027,0,New York,58639,24695278.5,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
10474,0,Bronx,12281,40614090.19,NY,Bronx,36,5,http://www.usps.com/,0,0,11.514,61.837,159,61.83687703,159.3963632,11.51390838
10455,0,Bronx,39834,19846918.84,NY,Bronx,36,5,http://www.usps.com/,0,0,11.514,61.837,159,61.83687703,159.3963632,11.51390838
10037,0,New York,16931,7188980.953,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
10024,0,New York,58521,22877335.46,NY,New York,36,61,http://www.usps.com/,0,0,11.603,59.676,163,59.67569364,162.5737805,11.60294638
10454,0,Bronx,37466,31063613.33,NY,Bronx,36,5,http://www.usps.com/,0,0,11.514,61.837,159,61.83687703,159.3963632,11.51390838
10026,0,New York,34313,11092681.49,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
10035,0,New York,34884,15445657.33,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
10048,0,New York,0,972788.424,NY,New York,36,61,http://www.usps.com/,0,0,,,,,,
10025,0,New York,96054,19631043.82,NY,New York,36,61,http://www.usps.com/,0,0,11.219,61.081,161,61.08101612,160.5443903,11.21872483
11357,0,Whitestone,38944,77359110.61,NY,Queens,36,81,http://www.usps.com/,0,0,11.557,61.999,159,61.9989082,158.9475049,11.55656458
10029,0,New York,77503,22963435.68,NY,New York,36,61,http://www.usps.com/,0,0,11.551,61.141,161,61.14123997,161.3262185,11.551286
11356,0,College Point,23379,43321159.27,NY,Queens,36,81,http://www.usps.com/,0,0,11.644,61.986,159,61.98590416,158.7422478,11.64372856
11359,0,Bayside,0,6567982.085,NY,Queens,36,81,http://www.usps.com/,0,0,11.483,60.219,156,60.21882494,156.2629086,11.48265332
11360,0,Bayside,18973,38834824.17,NY,Queens,36,81,http://www.usps.com/,0,0,11.556,60.517,165,60.51736644,165.0442874,11.5561281
11105,0,Astoria,36906,48795608.08,NY,Queens,36,81,http://www.usps.com/,0,0,11.628,61.67,160,61.67024236,159.8264564,11.62814791
10128,0,New York,55748,11011681.56,NY,New York,36,61,http://www.usps.com/,0,0,11.641,59.735,165,59.73476249,165.4280871,11.64147828
10023,0,New York,62800,15212712.68,NY,New York,36,61,http://www.usps.com/,0,0,11.603,59.676,163,59.67569364,162.5737805,11.60294638
11363,0,Little Neck,7060,24242790.02,NY,Queens,36,81,http://www.usps.com/,0,0,11.457,59.607,171,59.60739461,170.9704064,11.45738709
10028,0,New York,47530,9842046.48,NY,New York,36,61,http://www.usps.com/,0,0,11.641,59.735,165,59.73476249,165.4280871,11.64147828
11354,0,Flushing,58525,61985147.45,NY,Queens,36,81,http://www.usps.com/,0,0,11.557,61.999,159,61.9989082,158.9475049,11.55656458
11102,0,Astoria,33944,19116258.44,NY,Queens,36,81,http://www.usps.com/,0,0,11.641,59.735,165,59.73476249,165.4280871,11.64147828
11370,0,East Elmhurst,40591,23600231.49,NY,Queens,36,81,http://www.usps.com/,0,0,11.628,61.67,160,61.67024236,159.8264564,11.62814791
10021,0,New York,45299,10495133.41,NY,New York,36,61,http://www.usps.com/,0,0,11.603,59.676,163,59.67569364,162.5737805,11.60294638
11358,0,Flushing,37743,54622541.09,NY,Queens,36,81,http://www.usps.com/,0,0,11.556,60.517,165,60.51736644,165.0442874,11.5561281
11362,0,Little Neck,17707,54680551.22,NY,Queens,36,81,http://www.usps.com/,0,0,11.457,59.607,171,59.60739461,170.9704064,11.45738709
10044,0,New York,11661,6296113.269,NY,New York,36,61,http://www.usps.com/,0,0,11.641,59.735,165,59.73476249,165.4280871,11.64147828
11369,0,East Elmhurst,38116,30060493.25,NY,Queens,36,81,http://www.usps.com/,0,0,11.644,61.986,159,61.98590416,158.7422478,11.64372856
11103,0,Astoria,38234,20222394.63,NY,Queens,36,81,http://www.usps.com/,0,0,11.628,61.67,160,61.67024236,159.8264564,11.62814791
11106,0,Astoria,38665,23866112.73,NY,Queens,36,81,http://www.usps.com/,0,0,11.641,59.735,165,59.73476249,165.4280871,11.64147828
11368,0,Corona,109069,72489663.28,NY,Queens,36,81,http://www.usps.com/,0,0,11.691,62.927,157,62.92730841,156.5338328,11.69111167
11377,0,Woodside,90852,71832387.49,NY,Queens,36,81,http://www.usps.com/,0,0,11.718,63.017,158,63.01708643,157.7949663,11.71831211
11355,0,Flushing,82809,49383079.08,NY,Queens,36,81,http://www.usps.com/,0,0,11.648,63.142,155,63.14172614,154.8361103,11.64796459
11101,0,Long Island City,26254,78962088.74,NY,Queens,36,81,http://www.usps.com/,0,0,11.764,61.703,163,61.7026039,163.4643945,11.76364951
11364,0,Oakland Gardens,33937,84259665.05,NY,Queens,36,81,http://www.usps.com/,0,0,11.75,60.272,169,60.27179553,168.6604719,11.74999691
10018,0,New York,5503,10705796.48,NY,New York,36,61,http://www.usps.com/,0,0,11.603,59.676,163,59.67569364,162.5737805,11.60294638
10020,0,New York,0,697297.0224,NY,New York,36,61,http://www.usps.com/,0,0,11.603,59.676,163,59.67569364,162.5737805,11.60294638
11005,0,Floral Park,3533,9075527.404,NY,Queens,36,81,http://www.usps.com/,0,0,11.441,59.494,171,59.49354972,170.7741965,11.44115586
10017,0,New York,15918,9794383.24,NY,New York,36,61,http://www.usps.com/,0,0,11.603,59.676,163,59.67569364,162.5737805,11.60294638
10001,0,New York,22413,17794940.77,NY,New York,36,61,http://www.usps.com/,0,0,11.603,59.676,163,59.67569364,162.5737805,11.60294638
10011,0,New York,50594,18118416.85,NY,New York,36,61,http://www.usps.com/,0,0,11.711,61.09,157,61.09048419,157.0149295,11.71073922
10016,0,New York,54606,15042403.04,NY,New York,36,61,http://www.usps.com/,0,0,11.698,60.892,162,60.8921195,161.5532138,11.69783506
11104,0,Sunnyside,27127,12084432.12,NY,Queens,36,81,http://www.usps.com/,0,0,11.718,63.017,158,63.01708643,157.7949663,11.71831211
11109,0,Long Island City,2752,581237.1506,NY,Queens,36,81,http://www.usps.com/,0,0,,,,,,
10010,0,New York,29881,9768395.57,NY,New York,36,61,http://www.usps.com/,0,0,11.698,60.892,162,60.8921195,161.5532138,11.69783506
11367,0,Flushing,41773,72810151.59,NY,Queens,36,81,http://www.usps.com/,0,0,11.648,63.142,155,63.14172614,154.8361103,11.64796459
10014,0,New York,31328,14151052.03,NY,New York,36,61,http://www.usps.com/,0,0,11.711,61.09,157,61.09048419,157.0149295,11.71073922
10003,0,New York,55878,15538376.27,NY,New York,36,61,http://www.usps.com/,0,0,11.698,60.892,162,60.8921195,161.5532138,11.69783506
11222,0,Brooklyn,36315,42825293.24,NY,Kings,36,47,http://www.usps.com/,0,0,11.764,61.703,163,61.7026039,163.4643945,11.76364951
10002,0,New York,81305,26280128.54,NY,New York,36,61,http://www.usps.com/,0,0,11.698,60.892,162,60.8921195,161.5532138,11.69783506
11378,0,Maspeth,35473,66260538.74,NY,Queens,36,81,http://www.usps.com/,0,0,11.718,63.017,158,63.01708643,157.7949663,11.71831211
10009,0,New York,61455,15903519.3,NY,New York,36,61,http://www.usps.com/,0,0,11.698,60.892,162,60.8921195,161.5532138,11.69783506
10012,0,New York,24276,9193739,NY,New York,36,61,http://www.usps.com/,0,0,11.698,60.892,162,60.8921195,161.5532138,11.69783506
10013,0,New York,27985,15580578.83,NY,New York,36,61,http://www.usps.com/,0,0,11.711,61.09,157,61.09048419,157.0149295,11.71073922
10007,0,New York,7323,5327870.977,NY,New York,36,61,http://www.usps.com/,0,0,11.711,61.09,157,61.09048419,157.0149295,11.71073922
11237,0,Brooklyn,49335,27425868.17,NY,Kings,36,47,http://www.usps.com/,0,0,11.753,62.759,158,62.75869576,157.6269612,11.75259038
11385,0,Ridgewood,98436,124786310.9,NY,Queens,36,81,http://www.usps.com/,0,0,11.753,62.759,158,62.75869576,157.6269612,11.75259038
10038,0,New York,19127,7022760.643,NY,New York,36,61,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11206,0,Brooklyn,83575,40700720.97,NY,Kings,36,47,http://www.usps.com/,0,0,11.741,61.543,165,61.54315956,164.717495,11.74133801
10006,0,New York,3011,1716640.92,NY,New York,36,61,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11412,0,Saint Albans,35019,45842752.23,NY,Queens,36,81,http://www.usps.com/,0,0,11.946,60.113,166,60.11323311,165.8851737,11.94631747
10005,0,New York,8107,2082901.141,NY,New York,36,61,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11251,0,Brooklyn,74,10245952.25,NY,Kings,36,47,http://www.usps.com/,0,0,,,,,,
10004,0,New York,2187,4002521.097,NY,New York,36,61,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11411,0,Cambria Heights,18216,35889597.38,NY,Queens,36,81,http://www.usps.com/,0,0,11.946,60.113,166,60.11323311,165.8851737,11.94631747
11201,0,Brooklyn,53041,41094886.77,NY,Kings,36,47,http://www.usps.com/,0,0,11.773,61.354,162,61.35368424,161.7571437,11.77270839
10004,0,New York,2187,1202707.707,NY,New York,36,61,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11205,0,Brooklyn,41125,23270147.95,NY,Kings,36,47,http://www.usps.com/,0,0,11.773,61.354,162,61.35368424,161.7571437,11.77270839
11208,0,Brooklyn,94410,79303684.26,NY,Kings,36,47,http://www.usps.com/,0,0,11.853,60.579,163,60.57930588,163.10424,11.85311804
11207,0,Brooklyn,93556,73966260.54,NY,Kings,36,47,http://www.usps.com/,0,0,11.753,62.759,158,62.75869576,157.6269612,11.75259038
10004,0,New York,2187,7679615.511,NY,New York,36,61,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
10004,0,New York,2187,670708.02,NY,New York,36,61,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11413,0,Springfield Gardens,39349,86208498.59,NY,Queens,36,81,http://www.usps.com/,0,0,11.946,60.113,166,60.11323311,165.8851737,11.94631747
11217,0,Brooklyn,36615,21648157.8,NY,Kings,36,47,http://www.usps.com/,0,0,11.773,61.354,162,61.35368424,161.7571437,11.77270839
11238,0,Brooklyn,46664,29429423.46,NY,Kings,36,47,http://www.usps.com/,0,0,11.773,61.354,162,61.35368424,161.7571437,11.77270839
11231,0,Brooklyn,33144,39379691.79,NY,Kings,36,47,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
